drug1,drug2,label
1221,1314,20
971,492,20
199,492,20
1311,453,20
1115,730,20
1115,650,20
1311,500,20
242,486,20
245,271,20
1185,1097,20
931,420,20
1007,253,20
1105,262,20
1079,1221,20
1091,650,20
500,206,20
1185,392,20
539,206,20
394,206,20
1311,143,20
455,237,20
288,262,20
500,237,20
633,1319,20
199,568,20
199,264,20
539,44,20
1311,496,20
971,221,20
1322,764,20
1221,253,20
1322,206,20
1313,1019,20
971,486,20
1316,1007,20
1210,684,20
370,244,20
245,575,20
614,237,20
495,1320,20
495,1304,20
1187,523,20
1321,528,20
1027,333,20
614,437,20
614,818,20
956,644,20
633,183,20
1007,1088,20
681,271,20
1313,1314,20
653,1088,20
302,486,20
1221,262,20
501,1304,20
1312,420,20
501,1320,20
1322,302,20
539,279,20
199,1216,20
914,1019,20
1318,543,20
1318,689,20
1321,666,20
1328,137,20
589,278,20
589,279,20
884,666,20
392,231,20
1312,523,20
883,175,20
883,716,20
143,689,20
143,543,20
302,932,20
1115,231,20
324,1018,20
640,158,20
242,453,20
1187,154,20
784,1030,20
1185,499,20
1208,143,20
1208,1076,20
1098,354,20
784,801,20
633,44,20
417,44,20
500,1216,20
956,884,20
1315,1030,20
1317,1315,20
784,383,20
1315,1020,20
614,221,20
528,224,20
455,420,20
1221,705,20
1105,1319,20
1115,1076,20
394,417,20
884,1084,20
645,154,20
1027,684,20
640,1315,20
392,602,20
1317,1232,20
884,279,20
884,278,20
1263,684,20
383,818,20
1079,392,20
1187,499,20
1321,1311,20
1115,453,20
556,237,20
429,730,20
413,1232,20
199,231,20
1007,496,20
1322,970,20
614,705,20
784,333,20
1313,453,20
494,183,20
528,1311,20
1311,245,20
1311,244,20
1322,666,20
1088,224,20
971,500,20
1324,818,20
956,417,20
971,453,20
1315,417,20
1210,158,20
383,716,20
196,271,20
196,67,20
863,1020,20
614,1018,20
1208,1232,20
1007,689,20
931,269,20
1321,650,20
1187,568,20
1187,264,20
863,496,20
199,333,20
1322,987,20
244,1019,20
394,395,20
394,638,20
528,492,20
784,1319,20
633,801,20
370,878,20
370,1304,20
370,1320,20
633,285,20
245,1226,20
1027,638,20
1027,395,20
1312,644,20
1324,1293,20
1115,411,20
324,354,20
324,932,20
1324,1187,20
1324,224,20
1176,987,20
302,1187,20
1176,361,20
863,499,20
383,1226,20
245,1216,20
1312,610,20
883,46,20
863,543,20
1208,650,20
1208,730,20
1208,279,20
1208,278,20
296,1319,20
417,644,20
1007,271,20
1317,645,20
316,818,20
1208,1314,20
1115,618,20
614,666,20
500,730,20
500,650,20
556,1311,20
589,383,20
1317,438,20
394,472,20
1313,1319,20
1115,244,20
196,884,20
956,227,20
288,1019,20
199,1293,20
199,354,20
143,1314,20
1221,224,20
645,438,20
1221,221,20
640,280,20
1210,666,20
956,253,20
199,602,20
1318,1262,20
242,1210,20
1318,354,20
1317,231,20
1317,863,20
1315,379,20
437,253,20
383,644,20
589,1216,20
784,523,20
1313,279,20
316,801,20
500,420,20
437,227,20
784,221,20
1185,1263,20
539,1293,20
1313,1226,20
1091,227,20
539,354,20
1185,438,20
417,253,20
1311,46,20
1263,878,20
59,1187,20
1318,644,20
878,1019,20
1322,310,20
1091,1097,20
1313,411,20
1091,253,20
1208,253,20
199,801,20
296,645,20
324,568,20
1079,472,20
1105,278,20
1105,279,20
296,231,20
575,237,20
589,227,20
370,1314,20
1187,44,20
539,237,20
455,253,20
539,227,20
556,1216,20
1185,1216,20
383,46,20
681,987,20
429,224,20
1263,1020,20
653,354,20
1313,245,20
1313,244,20
417,716,20
302,1210,20
370,1323,20
1312,764,20
1312,206,20
370,340,20
588,970,20
588,158,20
1208,347,20
500,143,20
1208,296,20
316,237,20
1312,44,20
883,568,20
883,264,20
1210,392,20
884,1263,20
1176,657,20
370,987,20
883,411,20
575,610,20
1176,914,20
417,354,20
417,1293,20
884,411,20
417,932,20
1115,46,20
242,1304,20
242,878,20
1315,1263,20
242,1320,20
1263,420,20
417,310,20
653,1187,20
653,224,20
1187,183,20
429,1293,20
429,501,20
413,689,20
633,523,20
1313,1097,20
324,878,20
417,818,20
501,455,20
324,1304,20
589,1314,20
1185,644,20
1312,279,20
1312,278,20
1185,705,20
316,1018,20
884,472,20
556,1262,20
556,1313,20
1185,645,20
1007,1313,20
863,158,20
931,333,20
302,645,20
302,528,20
196,1226,20
955,878,20
417,227,20
633,288,20
1185,1018,20
884,486,20
143,46,20
1176,1030,20
143,1018,20
884,681,20
196,1216,20
392,1221,20
59,366,20
955,221,20
955,224,20
383,44,20
296,602,20
494,638,20
1318,602,20
1210,472,20
1313,1323,20
955,262,20
1115,1304,20
242,46,20
302,1232,20
1322,997,20
931,231,20
931,863,20
614,801,20
640,644,20
640,1293,20
1187,379,20
650,1019,20
640,354,20
1019,1317,20
242,970,20
1321,1030,20
1088,1019,20
971,1232,20
784,638,20
501,1316,20
501,638,20
324,1176,20
1315,644,20
955,818,20
588,681,20
681,340,20
633,317,20
1187,175,20
931,645,20
1210,237,20
971,1018,20
199,288,20
1322,67,20
429,705,20
495,650,20
588,1020,20
1321,224,20
1321,221,20
501,1020,20
242,158,20
1185,1232,20
1091,237,20
302,1076,20
883,1076,20
1321,932,20
1321,354,20
1321,1293,20
302,143,20
495,1314,20
1019,1208,20
1321,310,20
883,992,20
196,379,20
883,333,20
196,1176,20
1176,271,20
1176,67,20
955,237,20
137,492,20
784,296,20
971,914,20
392,227,20
1208,262,20
1176,317,20
784,347,20
500,245,20
653,705,20
931,684,20
1098,285,20
784,269,20
1315,183,20
1315,1319,20
653,347,20
863,1260,20
614,1176,20
383,970,20
316,294,20
59,499,20
324,206,20
589,588,20
556,602,20
394,1314,20
1115,1314,20
288,280,20
143,244,20
495,1232,20
640,716,20
417,237,20
1208,280,20
242,411,20
614,271,20
614,67,20
1316,956,20
1317,884,20
1091,279,20
1007,602,20
1311,1097,20
784,1315,20
383,1176,20
931,657,20
288,486,20
183,1019,20
494,499,20
633,46,20
1027,237,20
288,681,20
1322,1221,20
1322,1311,20
1313,1084,20
575,970,20
347,1019,20
272,285,20
1311,317,20
1221,801,20
784,224,20
884,588,20
1079,1314,20
1105,523,20
1321,705,20
245,1232,20
784,280,20
633,379,20
413,231,20
413,863,20
137,1260,20
1105,987,20
971,568,20
971,264,20
1105,602,20
1312,932,20
640,472,20
302,411,20
1312,1293,20
1312,501,20
1312,354,20
1312,411,20
640,705,20
575,987,20
59,195,20
59,492,20
681,992,20
1311,992,20
1318,992,20
589,392,20
1210,438,20
383,992,20
1210,1263,20
383,455,20
296,438,20
1311,878,20
1176,1221,20
1311,1304,20
681,575,20
296,1030,20
143,992,20
633,997,20
1312,237,20
1263,206,20
1263,764,20
681,499,20
1315,262,20
429,1088,20
589,294,20
413,285,20
196,354,20
417,294,20
500,1320,20
588,271,20
588,67,20
413,588,20
883,1030,20
1324,1076,20
199,666,20
575,340,20
370,1020,20
653,650,20
143,1232,20
1185,317,20
1312,681,20
556,863,20
1185,383,20
556,645,20
883,1312,20
143,317,20
324,317,20
242,1076,20
528,997,20
137,1304,20
137,878,20
137,1320,20
143,1076,20
997,1019,20
143,499,20
196,175,20
730,1019,20
884,1019,20
1098,1187,20
633,1311,20
955,1314,20
956,1313,20
956,269,20
1091,884,20
539,602,20
316,499,20
437,1030,20
1315,801,20
494,175,20
1317,1313,20
1317,1262,20
1210,1221,20
1318,492,20
1221,183,20
1176,575,20
971,333,20
1317,383,20
640,206,20
1187,269,20
394,340,20
455,1030,20
1321,340,20
143,1216,20
1321,1323,20
437,1262,20
437,1313,20
324,1262,20
324,1313,20
1079,296,20
614,1098,20
1079,347,20
1316,633,20
383,1019,20
614,681,20
863,1232,20
1079,46,20
1263,1319,20
588,278,20
588,279,20
955,294,20
1007,992,20
931,575,20
863,237,20
971,499,20
1210,1216,20
302,288,20
589,499,20
288,1232,20
296,1216,20
1321,1314,20
1088,914,20
1322,417,20
1313,237,20
1091,1216,20
242,1232,20
392,1226,20
1210,884,20
1027,1221,20
417,987,20
196,437,20
242,650,20
242,730,20
242,279,20
495,1216,20
242,278,20
1027,44,20
383,1263,20
863,992,20
863,455,20
645,801,20
1263,154,20
494,278,20
1315,863,20
1315,231,20
455,992,20
455,333,20
1098,689,20
59,1018,20
1318,1020,20
199,175,20
589,158,20
324,420,20
556,492,20
588,340,20
1318,1216,20
1115,221,20
1312,288,20
394,244,20
1115,224,20
59,1098,20
681,438,20
1221,657,20
242,1314,20
614,361,20
528,987,20
383,1319,20
1208,716,20
413,1019,20
1007,650,20
437,602,20
316,262,20
1221,914,20
383,1313,20
199,227,20
288,650,20
455,1319,20
288,730,20
494,1018,20
394,411,20
955,1018,20
589,987,20
1311,1018,20
1311,479,20
1221,354,20
392,666,20
199,253,20
1221,1293,20
956,602,20
1221,932,20
1312,383,20
245,347,20
1313,486,20
1322,1315,20
784,588,20
1088,997,20
1079,244,20
1079,245,20
884,1076,20
884,143,20
1027,1226,20
931,818,20
784,1311,20
455,602,20
288,278,20
288,279,20
1322,486,20
324,602,20
1221,279,20
1313,221,20
1221,278,20
971,175,20
1312,1088,20
640,1221,20
1187,1232,20
539,262,20
575,67,20
245,610,20
1105,44,20
640,317,20
1079,411,20
245,618,20
1115,1226,20
1321,383,20
245,970,20
589,1263,20
1312,455,20
589,438,20
296,588,20
1115,970,20
883,280,20
175,429,20
1176,472,20
681,705,20
1027,644,20
417,420,20
645,158,20
645,231,20
392,253,20
1007,1020,20
242,347,20
681,1018,20
931,1187,20
199,1221,20
784,1098,20
302,175,20
589,818,20
429,420,20
589,199,20
588,987,20
413,158,20
1007,1216,20
588,361,20
324,46,20
956,231,20
956,863,20
589,638,20
199,689,20
1313,1030,20
1027,183,20
883,486,20
681,645,20
196,970,20
143,705,20
1316,413,20
1317,227,20
863,438,20
614,1311,20
1176,150,20
863,1263,20
429,1226,20
417,262,20
633,310,20
1317,1263,20
575,285,20
956,645,20
539,492,20
1115,610,20
1318,1304,20
437,863,20
1318,1320,20
971,383,20
501,1232,20
1317,437,20
429,716,20
539,1232,20
1088,420,20
494,568,20
494,264,20
302,154,20
1210,602,20
1115,347,20
1317,1176,20
1318,264,20
1318,568,20
640,302,20
1318,199,20
143,1304,20
143,878,20
143,1320,20
245,801,20
324,1320,20
1079,143,20
302,997,20
528,294,20
1313,987,20
1313,361,20
1079,1076,20
392,716,20
640,420,20
614,392,20
1088,716,20
413,1315,20
1208,1260,20
383,280,20
1187,801,20
955,302,20
494,411,20
633,1226,20
1185,588,20
588,262,20
1312,602,20
955,523,20
539,1260,20
1216,1019,20
1027,1321,20
589,1018,20
500,486,20
1187,231,20
1321,245,20
501,500,20
296,1263,20
863,878,20
196,296,20
196,347,20
614,997,20
1321,420,20
1210,231,20
589,1321,20
1210,863,20
1007,1321,20
931,1018,20
931,479,20
528,1226,20
417,67,20
417,271,20
883,543,20
1027,523,20
883,689,20
956,1221,20
863,970,20
931,1324,20
1208,568,20
1208,264,20
588,1323,20
500,221,20
500,224,20
413,1020,20
1263,158,20
556,1097,20
1324,1311,20
437,1210,20
394,1311,20
556,818,20
1208,914,20
575,1020,20
863,638,20
1208,657,20
863,395,20
863,1316,20
528,245,20
633,206,20
1115,1210,20
1324,1314,20
196,610,20
242,262,20
196,618,20
1312,333,20
196,863,20
883,997,20
196,231,20
863,154,20
143,1187,20
1007,878,20
1007,1304,20
494,1319,20
1007,1320,20
884,1293,20
653,1304,20
59,523,20
653,1320,20
528,575,20
863,1304,20
863,1320,20
1221,1226,20
633,970,20
413,280,20
884,46,20
931,280,20
1007,568,20
1208,1318,20
316,279,20
316,278,20
288,411,20
59,638,20
59,395,20
25,848,21
25,461,21
25,1329,21
60,848,21
939,59,21
1283,468,21
939,1330,21
1283,950,21
1283,1329,21
73,94,21
1283,914,21
1283,848,21
25,640,21
892,1331,21
1279,755,21
25,843,21
45,905,21
25,246,21
1278,1332,21
1279,1331,21
25,482,21
45,904,21
54,831,21
60,1329,21
1278,843,21
45,484,21
1286,198,21
1277,85,21
897,1331,21
903,1331,21
1330,1333,21
1279,405,21
1286,640,21
68,59,21
54,843,21
68,1331,21
896,1331,21
68,755,21
1277,198,21
1278,1322,21
939,808,21
68,94,21
1281,831,21
1281,808,21
40,1333,21
1285,94,21
1280,1331,21
45,899,21
1280,755,21
1283,146,21
1277,997,21
939,831,21
1281,843,21
1279,1322,21
25,198,21
1280,1322,21
25,503,21
1283,405,21
1281,640,21
54,808,21
60,1331,21
45,908,21
1285,1333,21
25,674,21
54,484,21
1278,755,21
25,158,21
1286,1332,21
25,1333,21
45,1331,21
1286,843,21
60,1322,21
939,755,21
1285,198,21
207,1331,21
1278,1333,21
1285,1329,21
1279,848,21
939,848,21
1280,1329,21
45,1329,21
1283,472,21
1283,927,21
1285,405,21
1279,1329,21
939,1329,21
45,895,21
1286,1322,21
1278,94,21
68,1322,21
73,1331,21
45,892,21
25,652,21
1279,640,21
40,59,21
73,198,21
60,997,21
40,1332,21
25,190,21
54,1332,21
25,524,21
45,848,21
1281,1322,21
25,1330,21
939,843,21
25,329,21
40,843,21
1283,507,21
25,59,21
1283,997,21
1283,329,21
60,640,21
899,1331,21
45,906,21
1281,484,21
40,640,21
40,1330,21
25,472,21
1286,755,21
901,1331,21
1278,484,21
1285,1331,21
906,1331,21
1277,94,21
25,347,21
25,301,21
1286,1333,21
939,405,21
1283,674,21
1285,1322,21
1281,405,21
1279,198,21
73,85,21
68,1333,21
939,94,21
1280,848,21
73,1330,21
25,927,21
1286,94,21
1278,85,21
25,605,21
25,624,21
25,217,21
25,185,21
25,612,21
25,468,21
68,843,21
25,625,21
25,950,21
25,512,21
1280,198,21
1277,484,21
890,1331,21
1279,1333,21
939,53,21
939,1333,21
60,1333,21
54,405,21
25,831,21
907,1331,21
1285,843,21
45,890,21
73,1329,21
1277,1333,21
45,843,21
73,848,21
1283,185,21
1283,612,21
1283,605,21
1283,831,21
1283,217,21
1283,624,21
60,755,21
1283,625,21
40,831,21
1283,695,21
25,94,21
905,1331,21
60,198,21
1283,503,21
1278,1331,21
1285,640,21
1286,484,21
60,1332,21
45,831,21
73,59,21
1283,1333,21
898,1331,21
1277,405,21
25,522,21
1283,238,21
73,484,21
1283,843,21
1283,246,21
1280,405,21
1279,1330,21
1281,848,21
73,831,21
1279,59,21
45,897,21
73,808,21
40,848,21
1277,808,21
1277,831,21
1286,85,21
25,444,21
1283,461,21
68,1329,21
1277,1329,21
895,1331,21
1283,301,21
40,1329,21
73,843,21
54,1329,21
1283,1330,21
68,848,21
562,1331,21
45,907,21
73,405,21
1280,94,21
54,755,21
1277,59,21
1283,640,21
40,484,21
54,640,21
54,1331,21
1277,1331,21
25,220,21
1281,997,21
25,354,21
1286,1331,21
1278,1330,21
1280,85,21
1279,94,21
1285,755,21
1285,85,21
1283,652,21
939,85,21
1278,59,21
1283,477,21
1278,848,21
1285,997,21
73,1333,21
1283,516,21
1277,848,21
25,484,21
45,562,21
1280,59,21
1283,59,21
1283,1332,21
25,385,21
25,507,21
40,755,21
45,1333,21
1285,1332,21
1280,1332,21
1281,1329,21
1279,831,21
73,997,21
1280,831,21
1283,354,21
40,405,21
939,1331,21
40,94,21
1283,435,21
1277,1330,21
54,997,21
1283,85,21
25,403,21
1283,1004,21
68,405,21
1277,640,21
54,198,21
40,198,21
1283,522,21
1278,198,21
68,198,21
891,1331,21
54,1322,21
1283,198,21
1279,85,21
25,146,21
1283,1331,21
1280,484,21
45,891,21
1283,755,21
1278,1329,21
25,477,21
45,903,21
45,1330,21
1285,484,21
54,1333,21
1286,1330,21
1278,831,21
1278,808,21
68,484,21
1285,808,21
25,914,21
1283,421,21
25,808,21
1333,1331,21
1286,59,21
1278,405,21
1286,848,21
1283,673,21
45,900,21
939,1322,21
1280,1333,21
1280,1330,21
1283,94,21
1283,295,21
1283,662,21
68,997,21
25,435,21
179,1331,21
1283,385,21
902,1331,21
60,831,21
1283,484,21
60,1330,21
1279,484,21
40,85,21
1330,1331,21
1277,843,21
25,1332,21
1277,755,21
1285,831,21
1286,1329,21
939,997,21
939,484,21
25,997,21
900,1331,21
25,516,21
1286,831,21
45,901,21
1286,808,21
60,94,21
73,640,21
1279,843,21
1286,405,21
1283,347,21
904,1331,21
25,295,21
1280,640,21
54,94,21
25,421,21
1280,808,21
1283,220,21
908,1331,21
1283,1322,21
68,808,21
1278,997,21
1283,444,21
60,85,21
60,843,21
68,831,21
1281,85,21
25,1331,21
1281,755,21
1283,808,21
1281,1331,21
1281,198,21
73,1332,21
1279,808,21
1281,59,21
1283,190,21
40,1331,21
1283,158,21
60,808,21
40,832,21
54,59,21
25,85,21
25,1004,21
25,673,21
60,59,21
73,755,21
25,405,21
1277,1332,21
1285,1330,21
60,405,21
1280,843,21
73,1322,21
1281,1333,21
25,755,21
68,640,21
25,449,21
54,848,21
939,198,21
1277,1322,21
25,695,21
25,434,21
45,179,21
54,85,21
54,1330,21
25,662,21
45,755,21
1285,59,21
1285,848,21
45,898,21
68,1332,21
1280,997,21
1283,434,21
1278,640,21
1279,1332,21
45,902,21
1283,403,21
939,1332,21
40,808,21
40,1322,21
68,1330,21
25,238,21
1286,997,21
1281,94,21
40,273,21
1283,512,21
40,997,21
45,896,21
1281,1330,21
1279,997,21
45,207,21
68,85,21
1283,524,21
60,484,21
1283,482,21
939,640,21
25,1322,21
1281,1332,21
1283,449,21
111,25,22
126,1283,22
113,1283,22
105,25,22
110,25,22
98,1283,22
135,25,22
124,1283,22
123,25,22
80,1283,22
91,1283,22
113,25,22
99,25,22
119,1283,22
102,1283,22
82,25,22
84,25,22
93,1283,22
116,25,22
128,25,22
84,1283,22
109,25,22
107,1283,22
125,1283,22
123,1283,22
120,25,22
106,25,22
127,1283,22
82,1283,22
87,1283,22
102,25,22
117,1283,22
91,25,22
103,1283,22
95,1283,22
109,1283,22
121,25,22
128,1283,22
114,25,22
120,1283,22
79,25,22
96,1283,22
115,25,22
107,25,22
104,25,22
125,25,22
133,25,22
122,1283,22
108,25,22
129,1283,22
124,25,22
132,1283,22
130,25,22
132,25,22
96,25,22
117,25,22
114,1283,22
100,25,22
80,25,22
135,1283,22
101,25,22
127,25,22
100,1283,22
99,1283,22
116,1283,22
93,25,22
133,1283,22
79,1283,22
95,25,22
106,1283,22
134,25,22
92,1283,22
87,25,22
111,1283,22
131,25,22
121,1283,22
103,25,22
126,25,22
101,1283,22
129,25,22
131,1283,22
105,1283,22
108,1283,22
112,25,22
134,1283,22
110,1283,22
130,1283,22
92,25,22
119,25,22
122,25,22
115,1283,22
98,25,22
104,1283,22
112,1283,22
1334,221,23
1334,224,23
1335,438,23
1336,231,23
1337,195,23
1336,241,23
1334,438,23
1335,499,23
1334,499,23
1335,366,23
1336,224,23
1336,221,23
1298,224,23
1298,221,23
34,262,23
1298,310,23
1337,438,23
1337,262,23
1335,221,23
1336,262,23
1334,195,23
1335,310,23
1334,241,23
1334,310,23
1336,279,23
1336,310,23
1336,366,23
1337,279,23
1334,262,23
1298,279,23
1337,221,23
1337,224,23
34,221,23
1335,241,23
1336,195,23
1334,279,23
1335,224,23
1298,241,23
1298,262,23
1337,366,23
1336,438,23
1337,310,23
1335,262,23
1336,499,23
1298,195,23
34,224,23
1337,499,23
34,310,23
1335,231,23
1337,241,23
1335,279,23
1334,366,23
34,279,23
1334,231,23
1337,231,23
1335,195,23
1338,904,24
1338,908,24
1338,179,24
421,890,24
1320,207,24
1320,896,24
1338,903,24
1339,891,24
1339,895,24
421,892,24
1340,902,24
1341,908,24
1342,907,24
421,908,24
1320,898,24
1338,901,24
1341,179,24
1338,899,24
1338,900,24
1320,903,24
1255,562,24
1340,908,24
1341,907,24
1341,896,24
1341,207,24
1342,900,24
421,899,24
1342,891,24
1342,905,24
1320,891,24
1340,898,24
1339,897,24
1320,900,24
1339,901,24
1342,892,24
1340,906,24
1340,903,24
1340,896,24
1339,902,24
1340,207,24
1255,907,24
1342,890,24
421,179,24
1320,890,24
421,906,24
1338,891,24
1340,562,24
1341,906,24
1343,562,24
1341,892,24
1343,907,24
1343,890,24
1343,891,24
1255,902,24
1255,898,24
1320,895,24
1339,896,24
1343,904,24
421,898,24
1340,897,24
1340,892,24
1255,903,24
1338,897,24
1342,897,24
1341,898,24
1343,892,24
1343,906,24
421,562,24
421,904,24
1339,899,24
1341,903,24
421,896,24
1343,899,24
421,207,24
1339,892,24
1341,899,24
1342,901,24
1340,895,24
1320,897,24
1339,904,24
1339,906,24
1342,904,24
1343,902,24
1342,895,24
1339,905,24
1341,890,24
1338,898,24
1338,895,24
1255,207,24
1320,901,24
1255,896,24
1341,897,24
1340,904,24
1338,905,24
1341,900,24
1339,907,24
1343,179,24
421,903,24
421,902,24
1341,905,24
1339,562,24
1255,906,24
1255,899,24
1320,906,24
1341,562,24
1340,900,24
1339,908,24
1338,907,24
1255,905,24
1341,895,24
1255,900,24
1320,902,24
1255,897,24
1343,901,24
1340,905,24
421,905,24
1320,899,24
1343,896,24
1341,891,24
1255,901,24
1255,890,24
1342,562,24
1342,896,24
1342,903,24
1342,207,24
421,900,24
1320,562,24
1342,908,24
1338,207,24
1341,904,24
1338,562,24
1320,908,24
1340,891,24
1342,179,24
1343,903,24
1320,892,24
1255,895,24
1343,895,24
1338,896,24
421,897,24
1343,900,24
1343,908,24
1340,901,24
1340,890,24
1255,891,24
1339,898,24
1342,906,24
1343,207,24
1340,899,24
421,901,24
1343,905,24
1320,179,24
1339,890,24
1338,892,24
1338,906,24
1342,902,24
421,895,24
1342,898,24
1338,890,24
1320,907,24
1338,902,24
1255,908,24
1255,904,24
1340,179,24
1339,900,24
1255,892,24
1341,902,24
1339,903,24
1340,907,24
1255,179,24
1320,904,24
1320,905,24
1341,901,24
1339,179,24
421,907,24
1343,898,24
1343,897,24
421,891,24
1342,899,24
1339,207,24
1344,504,25
1304,647,25
731,1345,25
721,647,25
1304,1038,25
704,504,25
1061,248,25
149,1025,25
714,731,25
714,1035,25
1061,519,25
694,1032,25
468,911,25
343,1345,25
1029,1345,25
530,1031,25
530,1016,25
559,647,25
1304,1031,25
1304,1016,25
916,731,25
559,1037,25
563,911,25
704,1027,25
359,1031,25
359,1016,25
468,343,25
247,1026,25
704,1031,25
704,1016,25
704,1036,25
369,719,25
1344,647,25
697,248,25
1304,504,25
563,1031,25
916,504,25
734,647,25
704,1026,25
530,1022,25
724,1023,25
730,719,25
916,647,25
247,1023,25
720,139,25
559,1023,25
916,1025,25
369,1035,25
1036,1345,25
1053,504,25
1344,1037,25
724,731,25
916,1035,25
149,1035,25
530,1035,25
453,1023,25
1344,343,25
730,1034,25
247,719,25
721,1037,25
734,1034,25
359,1035,25
732,1033,25
734,504,25
359,1036,25
732,1032,25
1035,1345,25
468,1022,25
1344,731,25
714,911,25
247,576,25
1346,911,25
1091,1345,25
1007,1031,25
694,1027,25
734,719,25
1007,1033,25
721,248,25
1061,647,25
563,731,25
1061,1025,25
1346,1038,25
643,1037,25
468,519,25
563,343,25
1053,1025,25
1053,1036,25
718,731,25
734,1036,25
734,911,25
559,519,25
247,911,25
697,731,25
369,1034,25
563,1022,25
694,1037,25
730,1035,25
468,1023,25
714,1027,25
369,1025,25
247,1031,25
1007,647,25
1024,1345,25
1007,1038,25
697,1023,25
1053,248,25
697,1036,25
704,1025,25
697,1016,25
697,1031,25
1344,1032,25
1061,1026,25
563,1026,25
643,519,25
916,1038,25
1344,1036,25
468,576,25
468,1036,25
1346,248,25
359,232,25
724,343,25
468,248,25
247,731,25
530,1025,25
1344,248,25
1344,1022,25
359,1026,25
724,1026,25
643,1023,25
1346,1031,25
694,1038,25
1346,1016,25
1304,1022,25
916,139,25
720,647,25
1304,139,25
1007,719,25
1304,1025,25
694,1023,25
721,139,25
720,911,25
530,519,25
1061,1034,25
732,576,25
453,1016,25
453,1031,25
461,1345,25
359,519,25
1304,1035,25
720,1031,25
482,1347,25
718,576,25
916,1037,25
720,1016,25
149,719,25
730,1345,25
720,1034,25
647,1345,25
149,1034,25
720,504,25
724,1034,25
724,911,25
563,1016,25
643,1038,25
718,1023,25
1061,139,25
1061,1038,25
714,248,25
732,1037,25
720,719,25
563,647,25
1304,719,25
1022,1345,25
734,731,25
694,1025,25
247,1032,25
1346,731,25
720,1036,25
149,911,25
732,1027,25
1007,139,25
704,576,25
369,1033,25
369,1032,25
559,1036,25
643,139,25
468,1037,25
530,343,25
247,647,25
1318,1345,25
715,1345,25
732,1038,25
724,1027,25
718,1025,25
1053,519,25
559,719,25
720,1026,25
704,1023,25
916,1022,25
730,1025,25
730,576,25
149,1038,25
563,1034,25
694,731,25
482,1348,25
704,519,25
530,248,25
559,1034,25
1007,1022,25
643,1031,25
732,1031,25
732,1016,25
697,1035,25
1346,1035,25
369,1031,25
369,1016,25
714,1031,25
643,911,25
714,1016,25
714,1036,25
714,1026,25
721,1033,25
721,1032,25
734,576,25
1344,719,25
721,719,25
530,719,25
369,1023,25
482,1091,25
369,911,25
730,248,25
916,576,25
1049,1345,25
319,1349,25
559,1031,25
482,1350,25
734,1023,25
1344,1034,25
916,1027,25
1053,1016,25
559,1025,25
1053,1031,25
1346,1032,25
369,1038,25
563,139,25
359,1025,25
734,1037,25
1346,1033,25
732,1035,25
643,343,25
643,719,25
1344,911,25
720,731,25
730,519,25
721,1035,25
721,731,25
697,1025,25
468,1027,25
643,504,25
718,1027,25
643,1034,25
149,139,25
247,139,25
697,719,25
702,1034,25
724,1345,25
482,1345,25
697,1034,25
359,1348,25
734,1025,25
1290,1350,25
718,1037,25
694,1034,25
643,1025,25
1304,1032,25
461,1091,25
1304,1033,25
1304,248,25
563,1037,25
1346,1026,25
1290,1348,25
714,1034,25
1304,519,25
453,1033,25
1061,1022,25
453,1032,25
697,1026,25
720,1025,25
468,1035,25
559,1035,25
697,911,25
1053,1022,25
643,647,25
369,731,25
724,647,25
916,1023,25
724,1038,25
718,1016,25
576,1345,25
732,1026,25
369,1036,25
1061,731,25
730,139,25
264,1345,25
718,1026,25
1061,1037,25
359,1022,25
720,576,25
694,139,25
359,343,25
1053,1026,25
724,1031,25
1346,1036,25
724,1016,25
1344,1035,25
730,1026,25
694,248,25
530,1026,25
149,504,25
720,1033,25
247,1027,25
369,139,25
719,1345,25
721,504,25
724,504,25
149,343,25
720,1032,25
720,1023,25
359,504,25
732,519,25
1304,1036,25
730,1016,25
468,1026,25
1053,911,25
1346,1027,25
247,1022,25
720,1022,25
916,719,25
720,1037,25
563,504,25
1304,1037,25
461,1347,25
247,1033,25
149,1037,25
559,1032,25
461,1348,25
702,1025,25
1053,343,25
247,1038,25
369,343,25
563,1032,25
563,1033,25
149,647,25
694,343,25
694,719,25
734,1027,25
530,911,25
359,139,25
1284,1345,25
1079,1345,25
247,1016,25
704,1038,25
563,576,25
359,482,25
694,911,25
563,1038,25
1061,1035,25
732,1023,25
732,1022,25
1037,1345,25
530,1034,25
247,1034,25
1020,1345,25
559,1038,25
714,576,25
714,343,25
714,719,25
530,1036,25
1007,248,25
704,1034,25
1053,647,25
1290,1347,25
1028,1345,25
697,1022,25
718,1035,25
721,1036,25
359,719,25
559,1016,25
468,1025,25
697,519,25
714,1023,25
1007,1037,25
697,139,25
734,1031,25
734,1016,25
704,719,25
1007,1016,25
1324,1345,25
1007,731,25
730,647,25
694,647,25
721,519,25
734,1026,25
730,1031,25
704,911,25
721,343,25
694,504,25
721,1022,25
563,1035,25
734,1038,25
563,1027,25
1346,1022,25
453,519,25
916,1036,25
369,504,25
1053,1034,25
704,1035,25
149,1027,25
530,1023,25
1344,1038,25
724,1022,25
1007,1036,25
1038,1345,25
1304,1023,25
457,1091,25
724,139,25
369,1026,25
1344,1025,25
724,1025,25
156,1345,25
697,1038,25
643,576,25
1304,731,25
1061,1032,25
1061,1033,25
359,647,25
461,1350,25
