drug1,drug2,label,scenario
4,230,72,S0
278,722,15,S0
761,404,53,S0
256,919,48,S0
387,325,48,S0
454,968,48,S0
134,1310,69,S0
432,647,3,S0
771,242,48,S0
910,297,69,S0
46,23,31,S0
678,198,48,S0
787,360,48,S0
447,70,8,S0
336,754,46,S0
798,1095,72,S0
1210,1076,69,S0
388,87,19,S0
524,1097,59,S0
593,632,36,S0
497,1361,19,S0
613,335,48,S0
975,100,82,S0
267,189,48,S0
548,659,69,S0
312,137,59,S0
309,323,46,S0
1110,223,48,S0
782,186,32,S0
565,837,72,S0
1120,707,46,S0
248,268,72,S0
566,821,72,S0
385,74,53,S0
371,961,48,S0
737,1157,19,S0
164,128,48,S0
1111,1327,46,S0
576,581,36,S0
131,673,48,S0
440,565,74,S0
237,229,46,S0
366,1321,46,S0
80,802,48,S0
976,1347,72,S0
14,1246,72,S0
735,936,46,S0
457,676,15,S0
956,1147,46,S0
906,515,74,S0
726,805,46,S0
567,1026,46,S0
1015,1132,31,S0
467,582,74,S0
733,53,74,S0
331,390,48,S0
170,447,46,S0
287,108,20,S0
433,303,46,S0
787,659,55,S0
232,1149,72,S0
221,696,46,S0
325,418,46,S0
590,587,48,S0
41,1149,72,S0
192,497,48,S0
535,726,48,S0
729,777,76,S0
185,301,59,S0
511,1149,72,S0
938,638,48,S0
89,5,36,S0
562,311,48,S0
327,805,46,S0
266,845,48,S0
1171,167,69,S0
1139,430,46,S0
659,1276,69,S0
479,938,19,S0
375,567,48,S0
251,217,46,S0
752,1059,48,S0
999,711,74,S0
40,53,72,S0
460,1140,8,S0
938,1134,48,S0
905,217,72,S0
113,382,74,S0
240,1004,48,S0
160,1032,72,S0
48,901,46,S0
259,900,48,S0
978,223,48,S0
32,712,48,S0
717,1147,72,S0
365,352,72,S0
315,78,72,S0
152,871,46,S0
65,1040,48,S0
624,778,69,S0
5,983,28,S0
144,1110,48,S0
149,165,76,S0
568,541,46,S0
76,57,15,S0
613,1438,46,S0
638,200,36,S0
60,273,48,S0
378,1011,72,S0
34,155,46,S0
391,510,48,S0
706,1149,72,S0
328,1056,10,S0
363,678,31,S0
62,1055,72,S0
439,923,48,S0
6,233,7,S0
61,237,48,S0
541,818,46,S0
400,634,46,S0
480,998,48,S0
841,34,59,S0
265,533,46,S0
38,231,48,S0
385,955,48,S0
726,887,46,S0
55,748,46,S0
3,89,24,S0
365,664,72,S0
334,1200,48,S0
1013,1044,48,S0
360,609,48,S0
486,414,48,S0
408,222,48,S0
1013,1073,72,S0
838,764,26,S0
1129,541,46,S0
691,765,46,S0
1062,593,8,S0
115,275,48,S0
94,514,46,S0
866,1098,46,S0
296,136,17,S0
498,533,46,S0
133,503,69,S0
73,663,72,S0
575,676,46,S0
905,1327,46,S0
1152,492,29,S0
403,1014,19,S0
1015,240,48,S0
284,903,72,S0
583,49,59,S0
191,614,74,S0
215,1102,74,S0
21,552,48,S0
418,533,46,S0
216,1363,5,S0
583,1166,48,S0
73,95,48,S0
421,102,48,S0
713,890,72,S0
1073,1089,69,S0
66,976,46,S0
573,758,69,S0
717,997,48,S0
486,673,48,S0
894,984,74,S0
885,662,19,S0
1280,440,66,S0
262,234,15,S0
136,594,71,S0
194,37,48,S0
61,540,46,S0
539,552,48,S0
30,315,59,S0
162,864,48,S0
228,1254,69,S0
319,461,48,S0
551,837,46,S0
63,277,74,S0
121,91,3,S0
155,25,46,S0
666,900,59,S0
971,1036,48,S0
896,690,74,S0
190,758,69,S0
704,352,8,S0
313,938,74,S0
313,565,74,S0
148,803,59,S0
78,368,48,S0
474,693,48,S0
273,175,48,S0
1180,148,82,S0
212,768,48,S0
660,822,48,S0
254,866,48,S0
877,1085,46,S0
76,189,15,S0
4,124,74,S0
1042,664,46,S0
739,1225,72,S0
341,258,46,S0
125,1423,48,S0
272,9,48,S0
18,73,46,S0
642,839,36,S0
924,53,84,S0
177,1044,48,S0
417,210,48,S0
635,732,48,S0
593,1097,59,S0
113,1098,46,S0
353,590,46,S0
161,903,46,S0
440,928,2,S0
728,1147,46,S0
257,472,48,S0
286,607,59,S0
525,747,48,S0
73,502,53,S0
149,716,46,S0
816,1149,72,S0
602,42,48,S0
277,203,3,S0
13,726,46,S0
272,37,48,S0
124,903,46,S0
385,133,36,S0
570,392,46,S0
147,711,57,S0
565,887,46,S0
456,516,48,S0
50,176,48,S0
686,948,46,S0
758,900,59,S0
432,845,48,S0
1158,999,23,S0
656,186,48,S0
773,1180,84,S0
60,603,59,S0
281,1026,46,S0
423,1192,48,S0
750,956,74,S0
200,1019,48,S0
164,809,72,S0
17,113,72,S0
527,979,33,S0
267,774,48,S0
219,651,71,S0
419,859,3,S0
232,205,3,S0
897,31,74,S0
66,23,31,S0
837,1011,72,S0
599,366,71,S0
371,879,48,S0
726,1182,72,S0
173,1158,48,S0
1160,533,46,S0
491,767,48,S0
526,1048,72,S0
236,410,5,S0
141,287,48,S0
1065,1276,69,S0
692,1055,46,S0
298,136,68,S0
388,799,48,S0
503,287,59,S0
162,1070,48,S0
895,178,46,S0
36,467,72,S0
492,110,59,S0
200,33,48,S0
887,1347,72,S0
341,187,48,S0
1015,751,72,S0
538,15,72,S0
518,1195,46,S0
918,1098,46,S0
255,634,46,S0
236,1198,5,S0
494,1073,74,S0
213,417,46,S0
403,1084,19,S0
18,324,48,S0
409,1186,15,S0
34,793,36,S0
634,27,46,S0
164,1186,15,S0
489,737,26,S0
208,1131,74,S0
144,803,48,S0
779,432,15,S0
845,221,48,S0
730,1361,19,S0
762,609,36,S0
341,326,46,S0
593,229,46,S0
1221,1008,15,S0
843,594,48,S0
857,646,48,S0
252,176,48,S0
352,1052,46,S0
481,908,48,S0
208,196,3,S0
53,1098,72,S0
340,965,74,S0
417,1420,19,S0
196,460,74,S0
492,765,46,S0
539,661,48,S0
155,748,46,S0
151,245,48,S0
431,242,15,S0
21,360,48,S0
174,15,48,S0
705,564,3,S0
1096,867,48,S0
104,335,48,S0
244,280,48,S0
616,275,48,S0
497,582,46,S0
557,698,72,S0
358,779,5,S0
200,643,46,S0
1028,528,46,S0
604,472,48,S0
463,1,36,S0
208,50,3,S0
917,533,46,S0
375,590,48,S0
84,335,48,S0
193,127,3,S0
857,1095,72,S0
375,1037,46,S0
1006,165,69,S0
857,614,48,S0
113,1009,32,S0
274,395,48,S0
793,561,69,S0
882,1085,72,S0
236,581,5,S0
139,36,5,S0
560,764,48,S0
243,707,46,S0
262,246,15,S0
430,433,56,S0
513,306,71,S0
397,1098,72,S0
57,654,31,S0
739,1292,46,S0
388,305,19,S0
407,286,48,S0
672,541,46,S0
744,695,48,S0
544,867,48,S0
891,590,46,S0
555,971,48,S0
359,176,48,S0
43,778,48,S0
298,523,48,S0
236,646,5,S0
339,623,48,S0
441,696,46,S0
664,634,46,S0
212,46,48,S0
299,469,60,S0
20,272,48,S0
464,1005,48,S0
62,413,48,S0
672,614,53,S0
722,1266,38,S0
793,149,48,S0
397,936,46,S0
407,589,3,S0
786,100,85,S0
467,303,74,S0
7,438,66,S0
907,1020,48,S0
206,18,48,S0
304,1093,59,S0
570,726,46,S0
547,1095,72,S0
151,843,59,S0
850,831,59,S0
426,1154,84,S0
396,1132,31,S0
979,159,46,S0
630,368,48,S0
15,567,72,S0
386,767,48,S0
1124,226,46,S0
713,345,48,S0
113,816,74,S0
769,951,48,S0
411,383,48,S0
672,643,46,S0
710,493,48,S0
880,1166,48,S0
231,665,66,S0
1197,734,59,S0
40,479,72,S0
152,214,48,S0
37,363,48,S0
48,904,48,S0
542,755,74,S0
208,264,74,S0
333,1149,72,S0
399,527,36,S0
973,747,74,S0
500,900,46,S0
124,122,19,S0
208,502,3,S0
339,1169,26,S0
636,911,46,S0
782,1077,46,S0
105,523,15,S0
193,896,59,S0
657,1298,19,S0
590,460,72,S0
739,1048,46,S0
205,350,19,S0
398,403,19,S0
119,616,36,S0
243,1181,48,S0
354,694,69,S0
481,603,48,S0
956,777,72,S0
949,1166,48,S0
54,266,48,S0
121,310,3,S0
660,589,59,S0
479,576,59,S0
69,110,48,S0
505,96,72,S0
498,722,15,S0
742,809,46,S0
914,581,36,S0
717,695,48,S0
52,348,48,S0
249,716,46,S0
244,149,48,S0
654,430,46,S0
269,1109,11,S0
924,885,46,S0
864,418,46,S0
127,1096,72,S0
187,323,48,S0
177,637,48,S0
166,750,71,S0
154,947,46,S0
167,891,72,S0
972,1162,48,S0
541,503,52,S0
48,359,48,S0
134,276,48,S0
209,75,46,S0
168,339,48,S0
742,1233,46,S0
227,1073,20,S0
217,1223,46,S0
145,239,46,S0
576,276,48,S0
246,791,69,S0
733,813,74,S0
508,430,46,S0
846,1059,69,S0
854,1118,48,S0
474,406,72,S0
730,1225,72,S0
53,1073,72,S0
738,447,69,S0
304,806,48,S0
215,947,74,S0
216,309,46,S0
223,567,46,S0
266,94,3,S0
511,7,46,S0
38,702,48,S0
527,456,5,S0
581,351,48,S0
157,28,46,S0
1102,1043,69,S0
979,418,46,S0
298,57,48,S0
212,373,48,S0
612,1149,46,S0
727,698,74,S0
61,1335,48,S0
1037,552,59,S0
110,312,59,S0
560,825,82,S0
17,205,19,S0
38,254,48,S0
176,1052,46,S0
425,240,48,S0
979,1079,72,S0
839,1513,69,S0
449,25,46,S0
946,447,69,S0
500,178,46,S0
998,51,48,S0
701,882,48,S0
299,449,75,S0
971,609,48,S0
424,1055,46,S0
454,1449,48,S0
95,822,48,S0
249,571,8,S0
249,258,46,S0
1129,727,46,S0
928,1131,74,S0
982,226,46,S0
865,53,15,S0
710,242,48,S0
1044,335,35,S0
588,401,48,S0
213,830,48,S0
454,373,48,S0
772,1195,46,S0
917,309,46,S0
899,751,48,S0
246,1221,15,S0
297,773,54,S0
566,222,72,S0
119,285,48,S0
341,1251,48,S0
994,99,15,S0
739,75,46,S0
18,702,48,S0
1145,984,23,S0
1,758,69,S0
866,564,48,S0
1082,727,72,S0
4,1070,3,S0
397,614,48,S0
467,508,74,S0
858,1142,72,S0
1072,541,46,S0
140,680,48,S0
481,1068,48,S0
469,223,48,S0
705,540,72,S0
644,956,59,S0
498,1032,72,S0
537,763,57,S0
1026,540,46,S0
36,917,46,S0
593,761,53,S0
328,722,48,S0
350,217,46,S0
392,947,46,S0
447,1070,46,S0
626,557,2,S0
23,69,48,S0
210,9,48,S0
1176,540,46,S0
516,1098,46,S0
762,222,48,S0
162,533,46,S0
399,148,48,S0
17,397,48,S0
829,232,46,S0
868,1225,72,S0
387,258,46,S0
18,245,48,S0
481,552,48,S0
105,394,15,S0
461,415,72,S0
183,70,72,S0
49,590,46,S0
54,41,48,S0
65,48,72,S0
1019,1196,48,S0
729,509,72,S0
609,928,48,S0
252,213,48,S0
1049,363,24,S0
328,198,24,S0
429,905,72,S0
133,1147,46,S0
443,356,48,S0
357,1167,5,S0
162,1221,15,S0
877,214,46,S0
226,789,46,S0
3,252,46,S0
289,659,82,S0
365,376,69,S0
193,237,3,S0
275,842,48,S0
734,1026,9,S0
216,565,5,S0
225,309,46,S0
290,1004,48,S0
502,428,48,S0
139,1065,11,S0
77,777,76,S0
613,859,46,S0
406,817,77,S0
798,554,81,S0
346,290,48,S0
467,514,74,S0
561,1093,59,S0
148,45,48,S0
646,49,48,S0
505,211,48,S0
278,830,48,S0
457,248,46,S0
365,1120,72,S0
221,217,46,S0
1123,1105,72,S0
253,21,72,S0
413,701,46,S0
470,729,48,S0
125,1055,48,S0
37,831,3,S0
976,818,46,S0
276,779,36,S0
12,714,46,S0
695,241,48,S0
623,1101,74,S0
113,505,32,S0
516,113,72,S0
879,363,59,S0
261,976,46,S0
795,149,36,S0
793,738,48,S0
771,243,48,S0
1137,1207,20,S0
487,1186,15,S0
1048,189,19,S0
341,106,48,S0
576,325,72,S0
476,275,48,S0
129,399,48,S0
106,73,46,S0
908,392,46,S0
988,1276,69,S0
247,1186,74,S0
1059,315,53,S0
204,456,3,S0
398,686,19,S0
886,663,46,S0
458,1008,15,S0
100,674,72,S0
829,23,31,S0
488,683,46,S0
571,503,5,S0
720,149,36,S0
245,89,24,S0
28,481,19,S0
365,25,72,S0
1199,937,69,S0
34,173,36,S0
204,606,3,S0
277,865,72,S0
345,1099,69,S0
701,430,46,S0
760,727,46,S0
316,1085,72,S0
216,113,72,S0
335,1085,48,S0
730,711,57,S0
47,233,48,S0
28,882,19,S0
668,1195,46,S0
502,13,48,S0
431,407,15,S0
114,644,59,S0
453,667,72,S0
151,110,59,S0
1318,979,33,S0
536,28,8,S0
277,35,3,S0
289,385,24,S0
456,355,69,S0
1009,774,48,S0
252,214,48,S0
430,653,46,S0
1072,809,74,S0
891,643,14,S0
164,10,48,S0
461,235,72,S0
459,1484,74,S0
444,789,46,S0
126,590,72,S0
603,561,59,S0
204,819,3,S0
334,951,73,S0
606,651,8,S0
900,661,48,S0
117,846,48,S0
462,696,46,S0
924,332,1,S0
24,293,48,S0
514,681,26,S0
12,392,48,S0
469,567,46,S0
479,1097,59,S0
128,367,48,S0
893,12,48,S0
113,14,74,S0
106,583,48,S0
250,938,48,S0
84,661,48,S0
942,568,48,S0
487,773,48,S0
571,567,8,S0
471,911,46,S0
204,199,3,S0
340,664,74,S0
777,621,5,S0
632,1093,69,S0
537,1298,19,S0
174,1307,48,S0
378,226,72,S0
976,676,46,S0
221,714,46,S0
144,397,48,S0
407,774,3,S0
235,676,46,S0
344,562,19,S0
244,1111,69,S0
900,1321,46,S0
232,409,3,S0
489,82,48,S0
694,795,59,S0
222,133,48,S0
231,768,48,S0
346,194,48,S0
387,245,15,S0
156,3,48,S0
413,7,46,S0
152,523,48,S0
29,1192,19,S0
991,1187,56,S0
558,904,48,S0
621,320,5,S0
155,872,48,S0
308,198,53,S0
866,799,48,S0
712,1251,48,S0
929,53,15,S0
43,726,46,S0
739,519,46,S0
43,27,48,S0
692,406,72,S0
752,1232,48,S0
298,562,46,S0
1251,1132,31,S0
474,1093,69,S0
131,70,48,S0
463,547,48,S0
136,851,46,S0
286,502,48,S0
348,714,48,S0
81,1347,72,S0
687,1259,48,S0
1025,885,46,S0
3,614,24,S0
818,809,72,S0
129,285,48,S0
229,214,48,S0
168,456,48,S0
406,1084,19,S0
778,84,48,S0
62,1351,48,S0
931,1052,72,S0
360,275,48,S0
1148,166,72,S0
353,1186,15,S0
277,526,3,S0
461,394,72,S0
382,1327,46,S0
119,354,36,S0
24,116,48,S0
346,302,53,S0
794,105,48,S0
270,778,59,S0
115,609,48,S0
706,303,72,S0
890,934,69,S0
866,246,48,S0
360,374,48,S0
382,67,48,S0
472,198,48,S0
152,773,48,S0
431,12,15,S0
94,1001,48,S0
220,1490,48,S0
771,198,72,S0
507,224,48,S0
427,1098,72,S0
540,1028,19,S0
636,729,74,S0
220,1215,48,S0
211,730,72,S0
194,562,46,S0
798,347,81,S0
679,582,46,S0
319,189,48,S0
676,1259,48,S0
925,655,48,S0
535,479,48,S0
282,176,48,S0
127,229,19,S0
581,557,48,S0
639,732,19,S0
121,79,3,S0
569,36,48,S0
365,867,72,S0
1075,465,57,S0
3,160,46,S0
485,1001,48,S0
923,148,82,S0
795,465,53,S0
897,1087,74,S0
376,765,46,S0
620,634,46,S0
191,271,74,S0
656,981,59,S0
586,360,48,S0
245,221,48,S0
348,1221,15,S0
18,1186,15,S0
51,1259,48,S0
1207,727,46,S0
124,418,19,S0
520,1073,46,S0
474,1019,48,S0
644,90,59,S0
463,476,36,S0
308,562,48,S0
285,306,36,S0
866,66,48,S0
684,1149,72,S0
306,433,46,S0
105,532,15,S0
68,35,5,S0
133,433,46,S0
723,867,69,S0
62,735,48,S0
20,454,48,S0
562,710,48,S0
527,974,5,S0
571,533,46,S0
329,1476,69,S0
16,241,48,S0
206,223,48,S0
76,213,15,S0
223,1287,46,S0
683,76,19,S0
373,97,46,S0
1013,911,72,S0
467,867,74,S0
616,314,48,S0
6,1048,46,S0
41,160,19,S0
953,582,72,S0
199,1149,72,S0
265,871,46,S0
438,364,70,S0
490,326,69,S0
140,1327,46,S0
233,590,72,S0
498,946,46,S0
605,135,60,S0
602,386,48,S0
191,290,74,S0
19,148,82,S0
1054,696,46,S0
376,1011,72,S0
125,533,48,S0
707,1008,19,S0
705,346,74,S0
771,859,46,S0
208,234,3,S0
136,43,46,S0
1019,846,48,S0
407,395,48,S0
136,886,75,S0
169,951,73,S0
745,1392,48,S0
701,1055,46,S0
669,101,69,S0
912,112,48,S0
11,510,59,S0
688,242,48,S0
564,630,48,S0
241,936,46,S0
1282,187,48,S0
808,185,1,S0
664,882,19,S0
63,583,70,S0
107,57,15,S0
28,585,63,S0
579,298,48,S0
487,920,48,S0
586,329,48,S0
194,1438,46,S0
921,1466,69,S0
278,904,48,S0
510,1150,48,S0
303,533,46,S0
750,560,2,S0
422,133,36,S0
847,306,56,S0
370,438,4,S0
81,239,46,S0
461,1010,72,S0
110,729,67,S0
688,73,72,S0
1120,533,46,S0
44,117,48,S0
467,152,74,S0
130,1200,48,S0
439,479,46,S0
625,727,46,S0
276,2,36,S0
256,1327,46,S0
1033,623,71,S0
583,84,7,S0
562,1068,48,S0
140,982,46,S0
373,7,46,S0
66,514,46,S0
586,288,48,S0
457,53,15,S0
1000,224,19,S0
266,27,59,S0
37,1002,69,S0
67,514,46,S0
1020,1200,48,S0
463,661,48,S0
75,1077,46,S0
891,195,14,S0
866,468,48,S0
151,66,74,S0
139,1172,5,S0
581,172,28,S0
54,282,48,S0
1187,5,72,S0
476,1449,48,S0
3,91,48,S0
862,567,46,S0
213,549,48,S0
18,7,46,S0
151,553,74,S0
21,399,48,S0
582,239,46,S0
41,809,46,S0
59,213,48,S0
28,1393,72,S0
453,112,48,S0
45,552,48,S0
131,1459,69,S0
505,1235,48,S0
621,600,11,S0
96,778,5,S0
938,576,48,S0
356,630,19,S0
315,155,72,S0
716,1158,69,S0
280,541,46,S0
520,765,46,S0
68,477,5,S0
593,476,36,S0
816,324,48,S0
392,41,63,S0
168,956,59,S0
655,454,48,S0
419,1223,46,S0
402,903,46,S0
670,251,17,S0
208,695,3,S0
143,174,70,S0
543,971,71,S0
1082,1011,72,S0
241,799,48,S0
45,438,4,S0
1000,1084,19,S0
186,1084,19,S0
452,698,74,S0
1042,1105,72,S0
336,1131,74,S0
877,547,59,S0
173,200,48,S0
535,296,48,S0
211,241,48,S0
50,211,46,S0
497,773,48,S0
66,997,48,S0
180,5,48,S0
514,1438,46,S0
106,1077,46,S0
654,696,46,S0
616,472,69,S0
737,1199,19,S0
566,447,46,S0
823,1085,72,S0
1051,513,74,S0
630,1099,46,S0
377,798,74,S0
246,1157,69,S0
1068,630,48,S0
181,363,59,S0
565,1042,72,S0
239,586,19,S0
388,99,15,S0
823,903,72,S0
277,540,3,S0
110,619,48,S0
409,662,19,S0
54,293,48,S0
652,118,15,S0
1108,1130,74,S0
610,677,75,S0
133,1463,69,S0
31,1028,72,S0
627,159,72,S0
634,1195,46,S0
1056,1159,46,S0
767,1156,72,S0
26,533,46,S0
983,772,69,S0
440,196,2,S0
121,284,74,S0
536,1016,46,S0
1278,663,72,S0
456,1453,69,S0
84,3,48,S0
919,714,48,S0
413,1085,72,S0
1,776,72,S0
975,769,70,S0
964,1133,72,S0
5,1213,48,S0
17,643,72,S0
463,779,36,S0
27,525,48,S0
780,664,46,S0
433,837,46,S0
256,808,48,S0
243,1392,48,S0
1170,23,31,S0
119,1308,4,S0
966,692,48,S0
39,98,48,S0
605,223,75,S0
507,53,15,S0
679,118,60,S0
729,676,72,S0
621,467,48,S0
720,1420,19,S0
174,207,48,S0
547,561,59,S0
489,467,48,S0
375,392,48,S0
37,364,59,S0
451,792,48,S0
1148,824,69,S0
601,75,46,S0
1028,993,46,S0
31,691,72,S0
6,102,7,S0
492,885,46,S0
900,566,48,S0
151,414,74,S0
885,648,74,S0
869,681,48,S0
1099,1163,74,S0
192,938,48,S0
265,48,46,S0
1120,1281,10,S0
268,520,48,S0
14,96,72,S0
393,40,72,S0
768,905,46,S0
883,1149,72,S0
679,1238,69,S0
387,487,15,S0
453,1014,63,S0
973,581,5,S0
460,1105,72,S0
61,542,48,S0
334,552,82,S0
151,124,74,S0
378,198,48,S0
520,78,46,S0
472,741,72,S0
819,1225,72,S0
585,824,48,S0
814,21,48,S0
859,730,72,S0
622,608,48,S0
385,761,53,S0
31,852,72,S0
614,798,53,S0
464,1062,69,S0
386,2,48,S0
48,150,48,S0
405,1453,69,S0
560,837,46,S0
397,452,48,S0
880,331,48,S0
393,420,48,S0
673,1460,73,S0
567,590,46,S0
515,112,48,S0
659,711,48,S0
389,51,48,S0
743,1259,48,S0
432,499,48,S0
45,777,76,S0
734,547,9,S0
546,750,20,S0
394,278,48,S0
9,171,72,S0
296,1327,46,S0
515,395,48,S0
163,243,48,S0
481,1009,48,S0
584,437,33,S0
24,993,59,S0
664,541,46,S0
642,1424,74,S0
139,1055,46,S0
1128,593,8,S0
928,1149,72,S0
421,189,48,S0
922,567,46,S0
50,1070,46,S0
264,13,74,S0
272,268,48,S0
412,248,19,S0
239,633,19,S0
164,857,48,S0
701,152,69,S0
524,1256,59,S0
457,515,15,S0
134,843,48,S0
214,1017,74,S0
194,309,46,S0
998,298,48,S0
780,856,72,S0
39,857,48,S0
730,1016,72,S0
814,328,48,S0
417,214,72,S0
429,472,82,S0
335,162,48,S0
331,288,48,S0
222,244,48,S0
491,1,48,S0
1183,430,46,S0
1014,732,19,S0
1183,1147,46,S0
777,754,5,S0
237,325,46,S0
938,97,46,S0
414,467,48,S0
452,173,48,S0
556,40,46,S0
491,896,48,S0
180,503,52,S0
15,1001,56,S0
220,688,48,S0
578,258,46,S0
540,1182,72,S0
1121,53,15,S0
370,249,72,S0
516,325,46,S0
548,474,56,S0
55,1223,46,S0
564,1073,46,S0
898,765,46,S0
515,259,59,S0
92,334,48,S0
159,958,10,S0
48,840,48,S0
644,778,59,S0
498,1073,46,S0
470,472,48,S0
769,1287,72,S0
556,319,48,S0
468,234,48,S0
481,667,48,S0
425,545,39,S0
14,575,72,S0
412,11,19,S0
579,693,48,S0
737,1425,66,S0
121,620,3,S0
65,718,48,S0
664,777,76,S0
1013,392,48,S0
1070,692,59,S0
370,141,72,S0
385,173,36,S0
826,1,71,S0
1052,67,48,S0
733,748,74,S0
158,1061,72,S0
409,40,19,S0
202,1004,48,S0
269,238,5,S0
857,51,48,S0
1087,465,57,S0
50,12,48,S0
509,1055,46,S0
15,346,72,S0
898,1073,46,S0
984,779,71,S0
24,994,48,S0
476,1158,48,S0
793,910,48,S0
285,411,36,S0
917,1239,46,S0
181,659,59,S0
86,1448,63,S0
586,1424,74,S0
218,241,48,S0
713,467,48,S0
121,718,3,S0
796,273,4,S0
386,1419,69,S0
637,678,31,S0
1395,1466,69,S0
590,1037,63,S0
431,533,72,S0
675,115,71,S0
133,19,48,S0
481,319,48,S0
39,955,48,S0
525,727,46,S0
596,541,46,S0
407,945,74,S0
363,66,48,S0
552,822,48,S0
144,492,48,S0
686,528,46,S0
0,1048,46,S0
585,795,59,S0
240,189,48,S0
467,590,74,S0
513,1001,56,S0
460,696,72,S0
18,198,59,S0
220,17,48,S0
313,680,74,S0
256,160,46,S0
565,1082,72,S0
1121,241,48,S0
414,837,72,S0
11,1237,72,S0
928,1307,73,S0
336,1287,72,S0
733,726,74,S0
523,99,15,S0
774,904,48,S0
392,1079,72,S0
233,21,48,S0
0,741,48,S0
16,311,48,S0
139,42,5,S0
226,877,9,S0
277,630,3,S0
375,816,48,S0
253,1026,46,S0
252,207,48,S0
407,344,3,S0
704,982,46,S0
277,337,74,S0
205,1011,72,S0
64,874,48,S0
532,1085,48,S0
790,659,82,S0
910,1130,48,S0
41,520,48,S0
500,581,5,S0
461,1139,72,S0
124,1246,19,S0
1062,198,8,S0
343,950,56,S0
17,1010,19,S0
151,246,74,S0
94,39,48,S0
462,1073,46,S0
487,1008,15,S0
502,808,48,S0
583,385,59,S0
118,830,48,S0
405,869,48,S0
266,311,48,S0
327,492,8,S0
567,1077,46,S0
738,1017,72,S0
753,94,3,S0
86,440,66,S0
1041,96,48,S0
52,256,48,S0
879,53,84,S0
127,1149,72,S0
189,590,48,S0
463,172,48,S0
470,229,46,S0
899,660,59,S0
234,418,46,S0
216,1347,72,S0
815,976,46,S0
623,778,69,S0
500,1340,11,S0
167,698,74,S0
118,150,48,S0
539,476,48,S0
616,5,48,S0
398,1075,19,S0
595,643,46,S0
733,900,46,S0
62,1100,48,S0
0,51,48,S0
601,664,46,S0
454,395,48,S0
264,470,74,S0
982,248,46,S0
535,286,46,S0
363,1046,48,S0
238,476,48,S0
65,376,72,S0
542,911,46,S0
900,879,59,S0
971,1149,46,S0
779,1020,15,S0
1074,1052,72,S0
47,458,48,S0
908,327,48,S0
61,322,48,S0
492,686,48,S0
526,1105,72,S0
1049,831,59,S0
476,694,69,S0
457,768,15,S0
818,936,72,S0
84,663,46,S0
432,449,48,S0
254,311,48,S0
277,336,3,S0
208,84,74,S0
60,1127,59,S0
1,1459,69,S0
276,175,13,S0
857,128,48,S0
914,241,72,S0
346,430,46,S0
561,1132,59,S0
518,627,46,S0
202,497,48,S0
12,576,59,S0
858,547,72,S0
688,865,15,S0
69,315,48,S0
667,839,36,S0
156,865,48,S0
721,598,48,S0
411,704,48,S0
151,563,3,S0
905,946,72,S0
919,1215,48,S0
556,37,48,S0
254,1009,48,S0
17,187,48,S0
634,777,76,S0
137,686,13,S0
423,375,48,S0
15,76,72,S0
63,480,75,S0
964,567,48,S0
193,135,48,S0
1115,879,48,S0
364,619,48,S0
183,128,15,S0
334,1005,48,S0
1196,385,53,S0
264,453,74,S0
652,367,15,S0
654,95,48,S0
365,1276,69,S0
144,461,48,S0
520,851,46,S0
16,57,48,S0
591,738,2,S0
254,809,72,S0
787,887,46,S0
623,1213,48,S0
754,680,48,S0
60,1132,59,S0
202,485,48,S0
218,221,48,S0
425,220,48,S0
1123,727,46,S0
274,18,48,S0
305,1182,72,S0
553,1048,72,S0
500,157,5,S0
611,901,72,S0
250,60,48,S0
557,172,82,S0
662,711,57,S0
582,662,19,S0
277,374,3,S0
747,803,82,S0
556,159,46,S0
638,140,36,S0
48,1392,48,S0
1213,467,48,S0
732,759,48,S0
107,549,15,S0
774,1347,72,S0
66,1110,48,S0
345,856,72,S0
710,373,48,S0
374,42,48,S0
481,700,48,S0
965,1195,74,S0
438,646,48,S0
281,766,48,S0
216,251,72,S0
4,350,3,S0
318,1048,72,S0
218,765,46,S0
971,519,46,S0
742,1182,72,S0
329,134,69,S0
432,257,48,S0
213,603,46,S0
691,809,46,S0
416,566,48,S0
124,48,19,S0
421,9,48,S0
221,229,46,S0
762,80,36,S0
327,40,72,S0
208,13,3,S0
432,808,48,S0
261,982,46,S0
1182,406,72,S0
453,912,48,S0
723,6,69,S0
47,1251,48,S0
882,113,72,S0
959,310,72,S0
779,479,46,S0
194,226,46,S0
96,325,46,S0
572,100,69,S0
393,818,46,S0
596,321,48,S0
899,411,48,S0
382,481,19,S0
1108,1213,74,S0
6,224,7,S0
502,1182,72,S0
729,936,72,S0
211,533,46,S0
854,824,48,S0
20,498,48,S0
220,656,48,S0
502,771,48,S0
538,1055,72,S0
118,1246,19,S0
479,692,59,S0
1,80,48,S0
473,837,72,S0
267,743,48,S0
134,95,48,S0
596,73,24,S0
762,387,48,S0
762,949,48,S0
639,78,19,S0
924,1055,46,S0
15,48,72,S0
628,25,46,S0
259,843,48,S0
514,777,76,S0
1016,777,76,S0
788,168,81,S0
382,1182,72,S0
730,129,19,S0
839,444,69,S0
585,304,59,S0
13,1046,48,S0
164,353,48,S0
208,533,3,S0
211,297,59,S0
272,359,48,S0
897,414,2,S0
392,901,46,S0
146,961,69,S0
133,343,56,S0
65,201,72,S0
190,169,48,S0
536,1460,8,S0
598,1431,75,S0
266,95,59,S0
